id,course,grade,points_earned,max_points
5472697,1590,a,4,4
7374039,3160,b,3,4
7374039,3220,a,4,4
7374039,3310,b,3,4
1106704,2590,a,4,4
1106245,3410,c,2,4
1106245,3171,a,4,4
9356661,2820,a,4,4
6249079,3220,c,2,4
6249079,3310,d,1,4
4169951,3130,c,2,4
4169951,1580,c,2,4
4746616,3130,a,4,4
4746616,1597,c,2,4
4746616,2590,b,3,4
7156293,3310,a,4,4
7156293,2590,a,4,4
5941074,2210,a,4,4
5941074,3171,b,3,4
7203812,3410,d,1,4
7203812,3230,b,3,4
6019501,3320,d,1,4
1218109,3225,c,2,4
1218109,3220,a,4,4
1218109,3350,a,4,4
7523555,2600,a,4,4
7523555,3410,b,3,4
7523555,3320,a,4,4
1952624,3320,a,4,4
1952624,3171,b,3,4
1952624,2820,a,4,4
9745276,3130,a,4,4
9745276,3171,w,0,0
2414216,3142,a,4,4
4594227,3171,w,0,0
4594227,3350,a,4,4
9561938,3142,d,1,4
9561938,3350,b,3,4
4785272,3171,a,4,4
4785272,2531,w,0,0
5288443,3310,a,4,4
8636888,3160,f,0,4
8636888,1600,a,4,4
8003219,3142,a,4,4
8003219,2590,b,3,4
2931679,3160,w,0,0
2931679,2600,a,4,4
2931679,3310,a,4,4
8554385,3220,f,0,4
8554385,3142,d,1,4
8554385,3140,a,4,4
8549496,2210,d,1,4
8549496,3142,a,4,4
5971491,3130,b,3,4
5971491,3171,a,4,4
4312149,2600,b,3,4
4312149,2820,b,3,4
4312149,3142,c,2,4
5627556,3220,a,4,4
5627556,3142,b,3,4
4753017,3410,w,0,0
9086041,3115,a,4,4
9086041,3220,a,4,4
9086041,3350,a,4,4
4246631,1597,a,4,4
1615394,3320,b,3,4
1615394,3220,b,3,4
1615394,3230,a,4,4
7323377,2600,a,4,4
7323377,2531,a,4,4
7323377,3320,a,4,4
3514530,3171,a,4,4
3514530,3115,b,3,4
3514530,2820,a,4,4
1961648,2600,b,3,4
1961648,3410,c,2,4
1961648,3171,a,4,4
6056123,3140,b,3,4
6056123,3230,b,3,4
6267362,3115,a,4,4
6267362,3142,b,3,4
1347561,1600,b,3,4
1347561,3171,b,3,4
1347561,3220,a,4,4
4150943,3225,d,1,4
4150943,1530,a,4,4
9267243,3225,b,3,4
9904330,3320,b,3,4
9904330,3140,d,1,4
9904330,1590,c,2,4
3212134,3225,a,4,4
3212134,1530,w,0,0
9624309,2590,a,4,4
8802041,2210,f,0,4
8802041,3220,c,2,4
4721982,2820,b,3,4
4721982,1590,b,3,4
8860240,3115,a,4,4
8860240,3171,a,4,4
3331407,2210,a,4,4
3675187,3310,b,3,4
3675187,3350,a,4,4
3804258,3115,a,4,4
3804258,3310,a,4,4
3804258,3350,d,1,4
5130033,3225,a,4,4
5130033,3115,a,4,4
7058365,2210,b,3,4
7058365,1597,a,4,4
7058365,3142,a,4,4
3797340,2600,a,4,4
3797340,3230,b,3,4
9063423,3320,b,3,4
9063423,2590,b,3,4
8832146,3220,a,4,4
8832146,1590,b,3,4
8832146,3350,b,3,4
1984756,3225,a,4,4
1984756,3140,b,3,4
9510666,3225,a,4,4
8297271,3130,a,4,4
8297271,3140,a,4,4
8784285,3320,b,3,4
8784285,2820,a,4,4
8784285,2590,a,4,4
7267445,3115,b,3,4
7198792,3320,c,2,4
7198792,1590,b,3,4
3319831,3410,a,4,4
3319831,3220,w,0,0
7443278,3160,a,4,4
7443278,1530,a,4,4
5950252,3410,a,4,4
5950252,2531,a,4,4
8295500,2600,b,3,4
8295500,1580,a,4,4
8295500,3142,b,3,4
8211629,1580,b,3,4
8211629,3310,f,0,4
7128923,3115,f,0,4
7128923,3350,b,3,4
4152146,3142,a,4,4
4152146,3130,a,4,4
4152146,3310,b,3,4
1822841,3171,c,2,4
1822841,3115,a,4,4
7540671,3142,w,0,0
7540671,3350,a,4,4
1921982,3225,d,1,4
1921982,3310,a,4,4
1921982,3142,a,4,4
6825269,2820,b,3,4
6825269,1597,a,4,4
6825269,2590,f,0,4
8647153,2600,a,4,4
8647153,3140,a,4,4
4797184,3130,a,4,4
4797184,3171,a,4,4
4797184,2590,b,3,4
3816103,2531,a,4,4
3816103,3142,f,0,4
6262917,2531,w,0,0
6262917,3220,a,4,4
6262917,3350,b,3,4
6642433,3320,b,3,4
6642433,3220,a,4,4
5267988,3130,c,2,4
5267988,3140,b,3,4
5267988,2590,b,3,4
6030044,2531,a,4,4
9279140,3142,c,2,4
8700230,2210,d,1,4
8700230,1530,a,4,4
8700230,1590,w,0,0
8933718,3320,a,4,4
8933718,3230,a,4,4
8933718,2590,b,3,4
6298975,3230,b,3,4
6298975,3171,b,3,4
6298975,3310,a,4,4
5093777,2820,a,4,4
5093777,3230,w,0,0
5093777,2590,b,3,4
9323389,3410,a,4,4
9323389,3115,a,4,4
4332478,3320,d,1,4
4332478,3225,a,4,4
4332478,3410,b,3,4
2415477,3130,a,4,4
2415477,3230,f,0,4
2415477,2590,f,0,4
2520704,2531,a,4,4
2520704,1590,a,4,4
3033551,3410,a,4,4
3033551,1597,a,4,4
3033551,3142,a,4,4
4745396,1600,a,4,4
4745396,2531,a,4,4
7482092,1530,a,4,4
7482092,3230,b,3,4
5166434,3160,d,1,4
5166434,2820,c,2,4
5959835,3160,a,4,4
5959835,3410,b,3,4
5959835,3350,a,4,4
6080795,2600,a,4,4
4200042,1590,b,3,4
4200042,3350,b,3,4
2559908,3225,d,1,4
2559908,2590,f,0,4
5825833,2600,d,1,4
5825833,3220,f,0,4
1344514,2600,b,3,4
1344514,3230,c,2,4
9983275,3310,b,3,4
3461368,1530,w,0,0
3461368,3115,a,4,4
2099494,2210,c,2,4
2099494,3115,d,1,4
6556870,2531,b,3,4
6556870,3220,d,1,4
9766510,1600,a,4,4
9766510,1590,d,1,4
9766510,2590,a,4,4
8376440,2210,a,4,4
8376440,3140,f,0,4
8376440,3410,a,4,4
5648981,3410,b,3,4
5648981,2531,b,3,4
4911245,3320,w,0,0
4911245,3310,a,4,4
8991343,2210,a,4,4
8991343,3140,a,4,4
8991343,3142,f,0,4
8422895,3320,d,1,4
8422895,2590,w,0,0
5867027,3130,a,4,4
5867027,3140,b,3,4
5867027,3142,b,3,4
3986383,3160,w,0,0
3986383,3350,a,4,4
4256879,3171,b,3,4
4256879,3140,a,4,4
7568753,2600,a,4,4
7568753,3130,c,2,4
7568753,3140,b,3,4
1129796,3410,a,4,4
1129796,3220,a,4,4
1129796,3230,a,4,4
8578316,3410,b,3,4
7749515,3130,a,4,4
7749515,2531,d,1,4
7749515,3142,w,0,0
5625499,3160,b,3,4
2093682,3160,a,4,4
2093682,3410,b,3,4
2093682,2590,a,4,4
9430085,3410,b,3,4
9430085,3140,a,4,4
9430085,3310,a,4,4
8294536,3320,b,3,4
8294536,3310,b,3,4
8294536,3350,d,1,4
8889819,1530,c,2,4
8889819,3115,b,3,4
8889819,3142,b,3,4
8169026,3171,b,3,4
8169026,3140,a,4,4
8169026,2590,b,3,4
9210195,3140,b,3,4
9210195,3230,a,4,4
5709972,2600,a,4,4
5709972,2531,a,4,4
5709972,3220,b,3,4
4430516,1600,a,4,4
4430516,3225,a,4,4
3173903,3220,b,3,4
3173903,2820,b,3,4
3173903,3230,d,1,4
3528815,2820,a,4,4
3528815,3142,b,3,4
3528815,2590,b,3,4
8402561,3130,a,4,4
8402561,3220,a,4,4
9611743,3160,a,4,4
9611743,3171,b,3,4
5954835,2210,b,3,4
5954835,3115,b,3,4
5954835,3142,b,3,4
8420374,2210,d,1,4
8420374,3130,a,4,4
6594041,3142,c,2,4
8864381,3160,b,3,4
8864381,2531,a,4,4
9193269,3320,b,3,4
9193269,3171,a,4,4
1177208,3140,b,3,4
1177208,2590,b,3,4
5913695,2590,b,3,4
2902638,3410,a,4,4
2902638,2590,a,4,4
5609982,3320,a,4,4
5609982,1590,a,4,4
9473037,2600,a,4,4
9473037,3130,b,3,4
2357864,1530,b,3,4
2357864,3130,a,4,4
3509792,3160,b,3,4
3509792,3171,w,0,0
3509792,3142,b,3,4
4973087,3225,a,4,4
4973087,3310,d,1,4
4973087,2590,a,4,4
5204429,3320,b,3,4
5204429,2210,b,3,4
9529025,2210,w,0,0
9529025,3230,d,1,4
4029221,3160,c,2,4
4029221,3350,f,0,4
1538582,3350,a,4,4
3541059,1580,b,3,4
3541059,3142,a,4,4
7990414,3410,b,3,4
7990414,2531,b,3,4
7990414,2820,b,3,4
7355458,3171,d,1,4
8455472,3310,a,4,4
8455472,3350,c,2,4
7624676,2600,d,1,4
7624676,3220,b,3,4
7624676,2590,f,0,4
7080762,1530,a,4,4
7080762,3171,b,3,4
3001761,2210,a,4,4
3001761,3115,c,2,4
3001761,3142,a,4,4
7808748,3225,a,4,4
7808748,3130,b,3,4
2840545,3160,c,2,4
2840545,2820,d,1,4
2404951,1600,a,4,4
2404951,2210,a,4,4
2404951,1530,a,4,4
5594273,2210,b,3,4
5594273,2531,a,4,4
6055803,3410,a,4,4
6055803,3171,c,2,4
6055803,3220,b,3,4
1284951,3130,b,3,4
1284951,3230,w,0,0
7352348,1530,a,4,4
7352348,3140,a,4,4
2736273,2531,a,4,4
2736273,3230,a,4,4
7064041,3130,c,2,4
7064041,1590,b,3,4
9727489,3115,w,0,0
9727489,2590,a,4,4
4730188,3115,c,2,4
4730188,3142,w,0,0
8485972,3160,a,4,4
1146311,3130,d,1,4
8119403,3225,w,0,0
8119403,3130,b,3,4
8119403,3230,b,3,4
2334159,1600,a,4,4
6260547,3320,a,4,4
6260547,1590,a,4,4
2075201,3350,a,4,4
3934148,3310,w,0,0
3934148,2531,a,4,4
3934148,3142,a,4,4
4488220,1590,a,4,4
3836296,3410,a,4,4
3836296,3310,d,1,4
3865969,3142,a,4,4
3865969,3350,b,3,4
5933572,2600,a,4,4
5933572,3310,f,0,4
4831484,3320,a,4,4
4831484,3225,b,3,4
8813142,3160,b,3,4
8813142,3225,d,1,4
8813142,1597,c,2,4
6752022,3160,b,3,4
6752022,1597,b,3,4
6752022,3310,b,3,4
1937419,3410,w,0,0
9374060,3130,a,4,4
4428595,2600,d,1,4
4428595,3410,c,2,4
4428595,3142,b,3,4
3558345,3410,c,2,4
3558345,2820,a,4,4
8117204,1530,a,4,4
8117204,3115,b,3,4
8117204,1590,a,4,4
5735796,3160,c,2,4
5735796,3350,b,3,4
3765188,1600,c,2,4
3765188,3115,b,3,4
3765188,3220,a,4,4
3790077,2531,b,3,4
3790077,1580,d,1,4
1824962,2590,a,4,4
4930909,3171,c,2,4
4930909,3140,a,4,4
4930909,2531,w,0,0
4029719,2600,f,0,4
4029719,2531,b,3,4
5403202,3320,b,3,4
5403202,3310,b,3,4
5261160,3160,f,0,4
5261160,3115,d,1,4
5261160,3220,a,4,4
4234075,3160,c,2,4
4234075,3310,a,4,4
4234075,2590,b,3,4
4401260,3410,a,4,4
4401260,3140,a,4,4
9786090,3320,a,4,4
9786090,1530,a,4,4
9786090,2590,b,3,4
7349359,3320,f,0,4
1058891,3160,a,4,4
1058891,3225,b,3,4
3304601,2210,a,4,4
3304601,3130,d,1,4
3304601,3230,f,0,4
4903885,3130,c,2,4
4903885,1590,a,4,4
7489652,3410,a,4,4
7489652,2820,a,4,4
3201900,3220,a,4,4
3201900,3310,w,0,0
9670997,2600,b,3,4
9670997,3410,a,4,4
1334205,3142,a,4,4
1334205,2590,f,0,4
1191185,3320,b,3,4
1191185,2210,a,4,4
1191185,3171,a,4,4
3005735,2531,a,4,4
3005735,3140,a,4,4
5977042,2600,b,3,4
5977042,3230,a,4,4
5977042,2590,b,3,4
1308743,1600,b,3,4
1308743,3142,d,1,4
8776232,1580,a,4,4
8776232,3142,a,4,4
7301471,3320,f,0,4
7301471,3225,b,3,4
7301471,3115,a,4,4
7337741,3320,a,4,4
7337741,3160,b,3,4
8591058,3160,b,3,4
8591058,2820,b,3,4
8591058,3142,a,4,4
7394098,3320,a,4,4
7394098,3230,a,4,4
5162033,3225,b,3,4
5162033,1530,c,2,4
5162033,3310,a,4,4
1438008,3220,w,0,0
1438008,1580,a,4,4
1438008,3310,a,4,4
2155099,3220,a,4,4
1932759,2531,f,0,4
1932759,3142,a,4,4
4912478,3130,a,4,4
4912478,3350,a,4,4
5239597,3130,w,0,0
5239597,3142,f,0,4
6799063,3410,c,2,4
6799063,3115,b,3,4
6799063,3230,a,4,4
6283185,2531,b,3,4
6283185,3310,f,0,4
6283185,3350,f,0,4
1017481,3410,a,4,4
6345509,3225,a,4,4
6982180,3171,a,4,4
6982180,3230,f,0,4
