id,course,grade,points_earned,max_points
2680945,3667,b,3,3
2680945,4331,c,2,3
1837150,3810,a,4,3
1837150,3220,b,3,3
3605830,3650,a,4,3
3605830,4900,b,3,3
3605830,3230,b,3,3
8954058,3610,a,4,3
6915519,3310,f,0,3
7119330,3410,a,4,3
7119330,3220,f,0,3
1329591,3610,b,3,3
1329591,3140,a,4,3
8854136,4905,b,3,3
8854136,3130,a,4,3
3292348,3320,a,4,3
3292348,4331,a,4,3
4828934,3130,b,3,3
4828934,3220,a,4,3
8121331,3130,b,3,3
8121331,3610,f,0,3
9282994,3810,a,4,3
9282994,3115,a,4,3
1731969,3160,a,4,3
1731969,3667,b,3,3
1731969,3310,b,3,3
6705283,3171,b,3,3
6705283,3230,b,3,3
9432884,3225,b,3,3
9432884,3810,b,3,3
9432884,3620,a,4,3
8441203,4900,a,4,3
8124289,3667,a,4,3
8124289,3310,b,3,3
6185763,3650,f,0,3
6185763,3171,d,1,3
6185763,3620,b,3,3
9763243,3650,b,3,3
9763243,3171,b,3,3
9763243,3220,a,4,3
7393614,3810,a,4,3
7393614,3667,b,3,3
7393614,3230,a,4,3
5732666,4905,d,1,3
5732666,3350,a,4,3
6730376,3171,a,4,3
6730376,3115,b,3,3
4436208,4900,c,2,3
7078702,3810,a,4,3
7078702,4331,c,2,3
7078702,3310,a,4,3
5354715,3115,c,2,3
5554120,3810,b,3,3
5554120,3350,c,2,3
6940518,3220,b,3,3
6940518,3140,w,0,0
8492220,3320,a,4,3
8492220,3171,a,4,3
6641751,3142,c,2,3
6641751,3310,a,4,3
7380830,4900,c,2,3
8539894,3667,a,4,3
8539894,3220,b,3,3
8539894,3310,a,4,3
4904852,3320,a,4,3
4904852,3610,b,3,3
4904852,3115,w,0,0
4814246,4905,a,4,3
4814246,3810,a,4,3
4755324,4905,a,4,3
4755324,3220,b,3,3
3370477,3140,a,4,3
3443499,3171,f,0,3
3443499,3230,d,1,3
3537067,3410,w,0,0
3537067,3140,c,2,3
2668119,3160,a,4,3
2106032,4905,b,3,3
2106032,3810,b,3,3
2106032,3230,b,3,3
5060866,3650,a,4,3
5060866,3610,a,4,3
4129610,3225,d,1,3
4129610,3310,b,3,3
7737799,4900,f,0,3
8052141,3160,c,2,3
8052141,3130,b,3,3
9178569,3320,f,0,3
9178569,3225,a,4,3
9178569,3410,a,4,3
2386128,3160,a,4,3
2386128,4331,a,4,3
2386128,3350,a,4,3
7307331,3140,a,4,3
7647273,3320,a,4,3
7647273,3667,a,4,3
7647273,3350,a,4,3
4529160,4905,b,3,3
4529160,3620,w,0,0
4529160,3230,a,4,3
9272739,3667,f,0,3
9272739,4900,b,3,3
9272739,3142,f,0,3
9400750,3230,a,4,3
1527536,3140,d,1,3
1505313,3320,a,4,3
1505313,3620,a,4,3
3142459,3160,a,4,3
3142459,4900,a,4,3
1234706,4331,a,4,3
1234706,3220,a,4,3
7095861,4905,f,0,3
7095861,3220,b,3,3
4955020,3610,a,4,3
4955020,3171,b,3,3
4955020,4900,d,1,3
9139062,3160,a,4,3
9139062,3667,b,3,3
5883623,3410,a,4,3
5883623,3115,a,4,3
2469246,4905,a,4,3
2469246,3220,a,4,3
8363589,3650,b,3,3
3273417,3410,a,4,3
3273417,4900,b,3,3
3273417,3142,a,4,3
3852517,3171,b,3,3
3852517,4900,a,4,3
7871397,3410,c,2,3
7871397,3620,b,3,3
7871397,3350,a,4,3
8457984,3225,a,4,3
8457984,3350,a,4,3
6721357,3115,a,4,3
6721357,3310,b,3,3
7668005,3230,w,0,0
7668005,4900,d,1,3
7668005,3620,b,3,3
9062024,4905,b,3,3
1602747,3160,a,4,3
1602747,3225,b,3,3
3755226,4905,a,4,3
3755226,3230,c,2,3
7267496,3160,a,4,3
7267496,3115,b,3,3
3926663,3130,b,3,3
3926663,4331,w,0,0
3926663,3140,a,4,3
7713024,4331,a,4,3
7713024,3620,b,3,3
3544614,3160,b,3,3
1263404,3225,b,3,3
1263404,3130,b,3,3
8325551,4905,f,0,3
8325551,4331,b,3,3
9354199,3320,a,4,3
9354199,3142,a,4,3
9354199,3350,a,4,3
3680812,3140,b,3,3
3207529,4331,b,3,3
3207529,4900,a,4,3
6766018,3225,w,0,0
6766018,4900,a,4,3
9024300,4905,f,0,3
9024300,4900,d,1,3
9024300,3620,b,3,3
2891900,3320,b,3,3
2891900,3810,d,1,3
2891900,3171,d,1,3
1115483,3810,a,4,3
1115483,3171,a,4,3
1115483,3140,b,3,3
7362238,3320,a,4,3
7362238,3220,a,4,3
7362238,4900,b,3,3
7678806,4905,a,4,3
7678806,3130,w,0,0
7678806,3230,b,3,3
6482359,3620,w,0,0
6482359,4900,b,3,3
7761583,4905,a,4,3
7761583,3225,d,1,3
7761583,3620,w,0,0
5876195,3320,d,1,3
8450447,3220,b,3,3
8450447,3310,a,4,3
6936402,4905,a,4,3
6936402,3225,a,4,3
9225250,4905,c,2,3
9225250,3142,b,3,3
3584668,3410,b,3,3
3584668,4331,w,0,0
4356601,4331,b,3,3
4356601,3140,a,4,3
4356601,3230,a,4,3
8652895,3160,a,4,3
6772215,3320,a,4,3
6772215,3142,a,4,3
1406859,3410,f,0,3
6398913,3171,a,4,3
6398913,3220,b,3,3
6398913,3140,w,0,0
6276752,3225,w,0,0
6276752,3650,a,4,3
1922319,3410,a,4,3
1922319,3620,b,3,3
7525243,4905,w,0,0
7525243,3610,a,4,3
7525243,3171,c,2,3
1371517,3610,c,2,3
1371517,3350,c,2,3
4381198,3130,b,3,3
4381198,3610,a,4,3
2950347,3410,w,0,0
5950985,3220,a,4,3
3260499,3410,a,4,3
3260499,3171,a,4,3
3252006,3230,a,4,3
2423417,3171,c,2,3
2423417,3310,a,4,3
2182653,3140,f,0,3
9817816,3115,a,4,3
9817816,3230,b,3,3
4958469,3115,b,3,3
4958469,3140,f,0,3
4958469,3142,b,3,3
8584823,3171,b,3,3
3438733,4905,w,0,0
3438733,3810,a,4,3
3438733,3610,a,4,3
1287073,3160,a,4,3
1287073,4331,d,1,3
5184157,4905,c,2,3
5184157,4331,b,3,3
7594841,3160,a,4,3
7594841,3610,a,4,3
7594841,3220,d,1,3
1015901,3620,b,3,3
1015901,3350,w,0,0
5703215,3171,d,1,3
5703215,3142,a,4,3
5147541,3810,b,3,3
5147541,3350,f,0,3
8788863,4900,b,3,3
6990591,3115,b,3,3
6990591,3667,b,3,3
5380854,3667,a,4,3
5380854,4900,a,4,3
2068478,3130,a,4,3
2068478,3140,b,3,3
4197529,4900,a,4,3
4197529,3310,f,0,3
4777828,3610,w,0,0
4777828,3650,d,1,3
4777828,3810,b,3,3
6403945,4905,c,2,3
6403945,3130,b,3,3
6403945,3142,a,4,3
9812447,3320,a,4,3
9812447,3610,f,0,3
9812447,4900,a,4,3
5320724,3620,f,0,3
5320724,3310,w,0,0
5363822,3225,a,4,3
5363822,3610,f,0,3
2681971,3667,a,4,3
2681971,3220,b,3,3
6642376,3410,a,4,3
6642376,4900,b,3,3
5422090,3171,w,0,0
6402404,3650,a,4,3
2451072,3115,b,3,3
2451072,3140,b,3,3
2075291,3130,b,3,3
8780730,3225,a,4,3
2688149,4900,b,3,3
2688149,3230,d,1,3
4548028,3810,a,4,3
4548028,4331,b,3,3
2460633,3610,a,4,3
2460633,3220,b,3,3
4557620,4905,a,4,3
4557620,3810,a,4,3
5060283,3667,a,4,3
5060283,3142,a,4,3
1850316,4905,b,3,3
1850316,3140,c,2,3
4379497,4905,a,4,3
4379497,4331,a,4,3
4312766,3225,a,4,3
4312766,3171,f,0,3
4838144,4905,a,4,3
3595083,3225,b,3,3
3595083,3130,f,0,3
3595083,3310,a,4,3
5282920,4331,w,0,0
5282920,3142,b,3,3
2472168,3140,a,4,3
2472168,3310,b,3,3
8497850,4900,a,4,3
6623351,4331,w,0,0
6623351,3220,f,0,3
6623351,3310,d,1,3
1881759,3667,a,4,3
5842272,3115,a,4,3
5842272,4900,w,0,0
8364426,3810,a,4,3
8364426,3667,b,3,3
6227818,3225,a,4,3
6227818,3650,d,1,3
6227818,3810,b,3,3
1644129,4905,a,4,3
1644129,4900,b,3,3
1644129,3142,a,4,3
1953047,3220,f,0,3
1953047,3230,w,0,0
1797815,3140,a,4,3
1437468,3130,a,4,3
1437468,3171,a,4,3
1437468,4331,c,2,3
2274224,3650,c,2,3
2274224,3620,a,4,3
6481989,3650,f,0,3
6481989,4900,a,4,3
6481989,3620,b,3,3
7864651,3667,b,3,3
7864651,3140,c,2,3
7864651,4331,f,0,3
1544961,3160,d,1,3
1544961,3220,d,1,3
1863793,4905,b,3,3
1863793,3230,b,3,3
8479049,3140,a,4,3
7539433,3142,a,4,3
3830099,3320,a,4,3
3830099,3410,a,4,3
3830099,3140,a,4,3
2451162,3650,a,4,3
2451162,3115,f,0,3
2451162,3620,a,4,3
4291483,3171,a,4,3
3335236,3610,b,3,3
3335236,3220,b,3,3
3335236,4900,d,1,3
6716042,3667,b,3,3
6716042,4331,b,3,3
5146920,3810,b,3,3
5146920,3350,b,3,3
7688364,3320,d,1,3
7688364,4331,b,3,3
9994183,3620,a,4,3
9994183,3350,a,4,3
7489206,3610,d,1,3
7489206,3171,b,3,3
5565579,3810,b,3,3
5565579,3230,b,3,3
2130550,3160,b,3,3
2130550,3620,d,1,3
9593434,3160,a,4,3
9593434,3220,a,4,3
2573777,3160,a,4,3
2573777,3610,w,0,0
2573777,3140,a,4,3
8782205,4905,a,4,3
8782205,4331,a,4,3
8782205,3620,a,4,3
9995632,3620,a,4,3
2361191,4905,b,3,3
2361191,3140,b,3,3
5859118,4331,d,1,3
5859118,3310,b,3,3
9584447,3320,b,3,3
9584447,3160,c,2,3
9584447,3350,b,3,3
2609478,4331,b,3,3
9178444,3410,a,4,3
9178444,3220,d,1,3
7923247,3320,d,1,3
7923247,3225,a,4,3
7923247,3160,b,3,3
3426508,3130,a,4,3
3426508,3410,a,4,3
8278444,3171,a,4,3
8278444,3220,b,3,3
4201392,3667,a,4,3
2717886,3220,w,0,0
2717886,3620,w,0,0
9231816,3220,a,4,3
2359572,3667,a,4,3
2359572,3230,a,4,3
7628141,3610,d,1,3
7628141,3667,w,0,0
9276176,3610,a,4,3
9276176,3142,a,4,3
5889075,3140,a,4,3
3436599,3610,b,3,3
3436599,3667,a,4,3
3106402,3130,a,4,3
3106402,3171,f,0,3
5472697,3130,b,3,3
5472697,3171,b,3,3
5472697,3142,b,3,3
7374039,3115,f,0,3
7374039,3171,b,3,3
1106704,4905,d,1,3
1106704,3667,b,3,3
1106245,3130,a,4,3
1106245,4900,a,4,3
1106245,3142,b,3,3
9356661,3225,a,4,3
9356661,3650,a,4,3
6249079,3410,c,2,3
6249079,3130,a,4,3
4169951,4905,d,1,3
4169951,3410,w,0,0
4169951,3142,w,0,0
4746616,3140,w,0,0
7156293,3410,f,0,3
7156293,3810,b,3,3
5941074,4905,d,1,3
5941074,3225,f,0,3
7203812,3130,w,0,0
6019501,3410,a,4,3
1218109,3140,b,3,3
1218109,4900,d,1,3
7523555,3220,b,3,3
1952624,3220,b,3,3
1952624,4900,a,4,3
9745276,3620,a,4,3
9745276,3230,b,3,3
2414216,3650,a,4,3
2414216,4900,b,3,3
4594227,3810,b,3,3
9561938,3225,a,4,3
9561938,3667,a,4,3
4785272,3225,c,2,3
4785272,3650,a,4,3
4785272,3230,a,4,3
5288443,4905,f,0,3
5288443,3350,d,1,3
8636888,3171,f,0,3
8636888,3140,a,4,3
8636888,3230,a,4,3
8003219,3320,b,3,3
8003219,3115,a,4,3
2931679,3650,c,2,3
2931679,3140,a,4,3
2931679,3142,a,4,3
8554385,3650,c,2,3
8554385,3230,b,3,3
8549496,3410,f,0,3
8549496,3130,a,4,3
5971491,3115,c,2,3
4312149,3650,d,1,3
4312149,3310,a,4,3
4312149,3350,a,4,3
5627556,3225,f,0,3
5627556,3667,a,4,3
5627556,3171,c,2,3
4753017,3320,b,3,3
4753017,3171,a,4,3
4753017,3620,a,4,3
9086041,4905,a,4,3
9086041,3610,a,4,3
4246631,3160,d,1,3
4246631,3142,b,3,3
1615394,3410,b,3,3
1615394,4900,f,0,3
7323377,3160,d,1,3
7323377,4900,a,4,3
3514530,3350,a,4,3
1961648,3160,a,4,3
1961648,3620,a,4,3
6056123,3667,a,4,3
6056123,3220,a,4,3
6267362,4905,d,1,3
6267362,3140,a,4,3
1347561,3115,a,4,3
1347561,3620,c,2,3
1347561,4331,a,4,3
4150943,3310,a,4,3
9267243,3142,a,4,3
9904330,3667,b,3,3
9904330,3620,a,4,3
9904330,3350,a,4,3
3212134,3667,a,4,3
9624309,3220,d,1,3
9624309,4900,c,2,3
8802041,4905,b,3,3
8802041,3620,a,4,3
4721982,3320,c,2,3
4721982,3140,b,3,3
8860240,3667,w,0,0
3331407,3142,b,3,3
3675187,3115,b,3,3
3675187,3171,a,4,3
3804258,3225,a,4,3
3804258,3140,d,1,3
5130033,4905,b,3,3
7058365,3171,b,3,3
3797340,3160,b,3,3
9063423,3225,a,4,3
9063423,3650,b,3,3
9063423,3620,b,3,3
8832146,4905,a,4,3
8832146,3142,d,1,3
1984756,3410,c,2,3
1984756,3220,c,2,3
1984756,3620,a,4,3
9510666,4900,w,0,0
9510666,3350,a,4,3
8297271,3160,a,4,3
8784285,3225,w,0,0
8784285,3142,a,4,3
7267445,3610,w,0,0
7267445,4331,a,4,3
7198792,3160,a,4,3
7198792,3610,b,3,3
7198792,3115,f,0,3
3319831,3320,a,4,3
3319831,3620,w,0,0
7443278,3610,b,3,3
5950252,4905,a,4,3
5950252,4331,a,4,3
8295500,4905,d,1,3
8295500,3220,b,3,3
8295500,4900,f,0,3
8211629,3810,a,4,3
8211629,3140,a,4,3
7128923,3230,d,1,3
7128923,3310,a,4,3
4152146,4905,a,4,3
4152146,3667,b,3,3
1822841,3230,a,4,3
7540671,3220,c,2,3
1921982,3410,a,4,3
1921982,3140,a,4,3
1921982,3810,a,4,3
6825269,4331,a,4,3
6825269,3140,a,4,3
8647153,3160,a,4,3
8647153,3230,a,4,3
4797184,3230,a,4,3
3816103,4905,f,0,3
3816103,3410,a,4,3
6262917,3667,c,2,3
6642433,3225,a,4,3
6642433,3620,b,3,3
6642433,3310,c,2,3
2066836,3350,b,3,3
5267988,3220,a,4,3
5267988,3230,b,3,3
6030044,3310,b,3,3
9279140,3320,a,4,3
9279140,3130,b,3,3
9279140,3220,a,4,3
8700230,3320,f,0,3
8700230,4900,c,2,3
8933718,3160,a,4,3
8933718,4900,b,3,3
6298975,3140,b,3,3
5093777,3320,a,4,3
5093777,4331,f,0,3
9323389,3220,b,3,3
4332478,3220,b,3,3
4332478,4900,c,2,3
4332478,3350,a,4,3
2415477,3171,b,3,3
2415477,3310,b,3,3
2520704,3410,a,4,3
2520704,4900,a,4,3
2520704,3350,w,0,0
3033551,3115,c,2,3
4745396,3320,f,0,3
4745396,3310,a,4,3
7482092,3650,a,4,3
7482092,3115,b,3,3
5166434,3610,a,4,3
5959835,3610,a,4,3
5959835,3142,f,0,3
6080795,3667,a,4,3
6080795,3230,a,4,3
4200042,3650,a,4,3
2559908,3140,f,0,3
5825833,3610,a,4,3
5825833,4900,b,3,3
1344514,3225,b,3,3
1344514,3130,w,0,0
9983275,4900,c,2,3
3461368,3320,f,0,3
2099494,3810,a,4,3
6556870,3130,a,4,3
6556870,3140,a,4,3
9766510,3142,b,3,3
8376440,3610,b,3,3
5648981,4905,c,2,3
5648981,3667,a,4,3
4911245,3142,b,3,3
8991343,3410,a,4,3
8991343,3230,a,4,3
8422895,3171,a,4,3
8422895,3142,b,3,3
5867027,3320,b,3,3
5867027,3667,a,4,3
5867027,4331,f,0,3
3986383,3220,b,3,3
3986383,3230,b,3,3
3986383,3140,d,1,3
4256879,3160,b,3,3
4256879,3350,a,4,3
7568753,3410,f,0,3
7568753,3810,a,4,3
1129796,3320,a,4,3
1129796,3171,a,4,3
1129796,3142,a,4,3
8578316,3115,b,3,3
8578316,3230,a,4,3
7749515,3160,a,4,3
7749515,3115,d,1,3
5625499,3130,f,0,3
5625499,3140,a,4,3
2093682,3140,b,3,3
9430085,4905,b,3,3
9430085,3130,b,3,3
9430085,3350,a,4,3
8294536,3810,f,0,3
8294536,3142,a,4,3
8889819,3160,a,4,3
8889819,3620,a,4,3
8169026,3130,a,4,3
8169026,4900,f,0,3
9210195,3225,b,3,3
9210195,3171,a,4,3
9210195,4900,f,0,3
5709972,3650,b,3,3
5709972,3171,d,1,3
4430516,3320,b,3,3
4430516,3130,a,4,3
4430516,3667,b,3,3
3173903,3171,a,4,3
3173903,3142,f,0,3
3528815,4905,w,0,0
3528815,3130,c,2,3
3528815,3810,f,0,3
8402561,4905,b,3,3
8402561,3140,b,3,3
9611743,3225,b,3,3
9611743,3410,f,0,3
9611743,4905,c,2,3
5954835,3160,b,3,3
5954835,3171,a,4,3
8420374,3350,f,0,3
6594041,3667,a,4,3
6594041,3310,f,0,3
8864381,3220,a,4,3
8864381,4900,f,0,3
9193269,3410,b,3,3
1177208,3610,c,2,3
1177208,3230,b,3,3
1177208,3350,b,3,3
5913695,3225,b,3,3
5913695,3810,b,3,3
2902638,3225,b,3,3
5609982,3667,c,2,3
5609982,4331,a,4,3
9473037,3115,a,4,3
9473037,3171,a,4,3
2357864,3650,d,1,3
2357864,3667,d,1,3
3509792,3130,a,4,3
3509792,3310,f,0,3
4973087,3130,c,2,3
4973087,3140,c,2,3
5204429,3225,a,4,3
9529025,3610,c,2,3
9529025,3171,a,4,3
1538582,4900,f,0,3
1538582,3230,a,4,3
3541059,3410,a,4,3
3541059,3171,b,3,3
7990414,3171,b,3,3
7990414,3620,a,4,3
7990414,3310,c,2,3
7355458,4905,a,4,3
7355458,3410,a,4,3
8455472,3130,a,4,3
8455472,3142,b,3,3
7624676,4905,a,4,3
7624676,3610,w,0,0
7624676,3115,d,1,3
7080762,3130,c,2,3
7080762,3220,b,3,3
3001761,3650,d,1,3
3001761,3810,b,3,3
7808748,3810,b,3,3
7808748,3171,b,3,3
2840545,3130,a,4,3
2840545,3140,a,4,3
2840545,3810,w,0,0
2404951,3320,a,4,3
5594273,3610,f,0,3
5594273,4331,b,3,3
6055803,4905,a,4,3
6055803,3667,a,4,3
1284951,3142,a,4,3
7352348,3230,f,0,3
7352348,4900,b,3,3
7352348,3310,a,4,3
2736273,4331,b,3,3
2736273,4900,d,1,3
7064041,3810,b,3,3
7064041,3350,c,2,3
9727489,3667,b,3,3
8485972,3220,b,3,3
8485972,3230,a,4,3
1146311,3320,w,0,0
1146311,3115,a,4,3
1146311,3220,a,4,3
8119403,3160,f,0,3
2334159,3610,b,3,3
2334159,3142,f,0,3
6260547,4900,c,2,3
6260547,3142,a,4,3
6260547,3140,f,0,3
2075201,4331,a,4,3
2075201,3220,b,3,3
3934148,3115,b,3,3
4488220,3610,a,4,3
4488220,3140,b,3,3
3836296,3667,a,4,3
3836296,3140,f,0,3
3865969,3810,b,3,3
3865969,3620,b,3,3
5933572,3610,b,3,3
5933572,3667,b,3,3
5933572,3410,b,3,3
4831484,3410,a,4,3
4831484,3140,b,3,3
4831484,3810,a,4,3
8813142,3650,b,3,3
8813142,3220,d,1,3
6752022,3130,a,4,3
6752022,3620,f,0,3
1937419,3130,f,0,3
1937419,3220,d,1,3
9374060,3230,w,0,0
9374060,3350,a,4,3
4428595,3650,a,4,3
4428595,3620,f,0,3
4428595,3230,w,0,0
3558345,3115,b,3,3
3558345,3230,a,4,3
8117204,3230,a,4,3
5735796,3650,a,4,3
5735796,4900,a,4,3
3765188,3142,a,4,3
3790077,3160,b,3,3
3790077,3115,c,2,3
3790077,3220,a,4,3
1824962,3667,a,4,3
1824962,4331,b,3,3
4930909,3650,b,3,3
4029719,3140,a,4,3
4029719,4900,b,3,3
5403202,3115,w,0,0
5403202,3620,a,4,3
4234075,3610,b,3,3
4234075,3171,d,1,3
4401260,4331,d,1,3
9786090,3410,w,0,0
9786090,3610,b,3,3
9786090,3140,b,3,3
7349359,3160,a,4,3
7349359,4331,f,0,3
7349359,3220,c,2,3
1058891,3810,a,4,3
1058891,4900,a,4,3
3304601,3115,b,3,3
3304601,4331,f,0,3
4903885,3171,f,0,3
4903885,3142,b,3,3
7489652,3650,b,3,3
7489652,3610,a,4,3
3201900,3140,a,4,3
3201900,3142,a,4,3
9670997,3225,a,4,3
9670997,3667,a,4,3
1334205,3410,w,0,0
1191185,4331,a,4,3
3005735,3171,w,0,0
3005735,4900,w,0,0
3005735,3142,d,1,3
5977042,3171,a,4,3
5977042,3620,a,4,3
1308743,3610,f,0,3
8776232,3410,a,4,3
8776232,3115,d,1,3
8776232,4331,b,3,3
7301471,3220,b,3,3
7301471,3230,w,0,0
7337741,3115,w,0,0
7337741,3171,a,4,3
8591058,3810,f,0,3
8591058,3350,a,4,3
7394098,4905,d,1,3
7394098,4331,b,3,3
7394098,3220,c,2,3
5162033,3810,a,4,3
5162033,3667,b,3,3
5162033,3620,a,4,3
1438008,3140,a,4,3
2155099,3610,d,1,3
2155099,4331,b,3,3
1932759,3610,a,4,3
1932759,3220,b,3,3
4912478,3410,b,3,3
4912478,4900,a,4,3
5239597,3225,b,3,3
5239597,3220,c,2,3
6799063,3225,c,2,3
6283185,3320,b,3,3
6283185,3610,a,4,3
1017481,3320,a,4,3
6345509,3320,a,4,3
6345509,3171,a,4,3
6345509,4331,a,4,3
6982180,3667,w,0,0
