id,course,grade,points_earned,max_points
9432884,2820,a,4,3
8441203,2600,b,3,3
8441203,3230,a,4,3
8124289,3320,w,0,0
8124289,3115,b,3,3
8124289,1597,b,3,3
6185763,2600,a,4,3
6185763,3130,a,4,3
6185763,1580,a,4,3
9763243,3130,c,2,3
9763243,3350,b,3,3
7393614,3320,a,4,3
7393614,1530,a,4,3
7393614,2531,a,4,3
5732666,3410,a,4,3
5732666,1580,w,0,0
5732666,2820,f,0,3
6730376,3220,f,0,3
6730376,3142,b,3,3
4436208,1530,d,1,3
7078702,2531,b,3,3
7078702,2590,f,0,3
5354715,3230,b,3,3
5354715,3142,f,0,3
5554120,1590,a,4,3
5554120,3230,a,4,3
6940518,2820,w,0,0
6940518,3230,a,4,3
8492220,3410,a,4,3
6641751,2210,a,4,3
7380830,3160,b,3,3
7380830,3225,a,4,3
8539894,3115,a,4,3
8539894,3171,w,0,0
8539894,2531,a,4,3
4904852,3160,f,0,3
4904852,3220,b,3,3
4814246,3225,b,3,3
4814246,3310,b,3,3
4814246,3230,d,1,3
4755324,1600,a,4,3
4755324,3130,a,4,3
4755324,2210,f,0,3
3370477,2531,b,3,3
3370477,3310,f,0,3
3443499,3410,b,3,3
3537067,3220,b,3,3
3537067,3350,b,3,3
2668119,3225,d,1,3
2668119,2531,c,2,3
2106032,2531,b,3,3
2106032,3142,d,1,3
5060866,3220,f,0,3
4129610,3130,f,0,3
4129610,3140,b,3,3
7737799,2600,a,4,3
7737799,3410,a,4,3
8052141,3225,a,4,3
8052141,2820,b,3,3
8052141,2590,a,4,3
9178569,3140,f,0,3
9178569,2820,b,3,3
2386128,2210,a,4,3
2386128,3171,b,3,3
7307331,3130,b,3,3
7647273,2600,f,0,3
7647273,3171,b,3,3
4529160,3115,b,3,3
4529160,3140,a,4,3
4529160,3142,d,1,3
9272739,3115,d,1,3
9272739,3220,w,0,0
9272739,3310,f,0,3
9400750,2600,w,0,0
9400750,2210,a,4,3
9400750,3310,a,4,3
1527536,3171,c,2,3
1527536,2590,a,4,3
1505313,3130,d,1,3
1505313,3220,a,4,3
1505313,3310,b,3,3
3142459,2531,a,4,3
3142459,1597,a,4,3
3142459,3350,a,4,3
6192030,3130,d,1,3
6192030,3142,b,3,3
1234706,3320,a,4,3
1234706,3140,a,4,3
9657004,2600,b,3,3
9657004,3220,a,4,3
7095861,3140,b,3,3
7095861,3350,b,3,3
4955020,3350,b,3,3
9139062,2600,a,4,3
9139062,3225,b,3,3
5883623,3142,a,4,3
5883623,3350,d,1,3
2469246,1530,a,4,3
2469246,3171,b,3,3
2469246,3140,a,4,3
8363589,3310,a,4,3
8363589,3230,b,3,3
8363589,3142,f,0,3
3273417,3115,a,4,3
3852517,2820,b,3,3
3852517,3310,a,4,3
8457984,1530,a,4,3
8457984,3220,a,4,3
6721357,3140,w,0,0
6721357,3230,w,0,0
7668005,3220,b,3,3
9062024,1530,a,4,3
1602747,3320,a,4,3
1602747,3350,a,4,3
3755226,3225,a,4,3
3755226,3310,a,4,3
3755226,3142,d,1,3
7267496,2820,b,3,3
7267496,3142,a,4,3
3926663,3171,b,3,3
3926663,2590,a,4,3
7713024,2531,a,4,3
7713024,3142,f,0,3
3544614,3320,c,2,3
3544614,3350,a,4,3
4472718,3142,b,3,3
4472718,3230,b,3,3
1263404,3160,a,4,3
1263404,2820,c,2,3
1263404,2590,d,1,3
8325551,1600,f,0,3
8325551,3171,f,0,3
9354199,3225,w,0,0
9354199,3130,b,3,3
3680812,3160,w,0,0
3680812,2210,b,3,3
3680812,3142,a,4,3
3207529,2210,c,2,3
3207529,3310,a,4,3
6766018,2531,b,3,3
6766018,3140,a,4,3
9024300,3410,b,3,3
9024300,3310,b,3,3
2891900,3225,a,4,3
2891900,3115,a,4,3
2891900,3220,d,1,3
1115483,3130,a,4,3
1115483,1580,a,4,3
7362238,3130,a,4,3
7362238,2531,a,4,3
7362238,1597,a,4,3
7678806,1597,a,4,3
7678806,3310,a,4,3
6482359,2590,a,4,3
5876195,3410,f,0,3
8450447,1600,c,2,3
8450447,3225,b,3,3
8450447,3350,d,1,3
6936402,1530,a,4,3
9225250,3320,a,4,3
9225250,3220,a,4,3
3584668,3320,a,4,3
3584668,1600,c,2,3
4356601,3225,b,3,3
8652895,3171,d,1,3
8652895,3140,a,4,3
6772215,2820,b,3,3
6772215,1597,b,3,3
6772215,3140,b,3,3
1406859,3171,a,4,3
1406859,3115,w,0,0
6398913,1580,a,4,3
6398913,3142,a,4,3
6398913,3350,b,3,3
6276752,3115,a,4,3
6276752,3230,a,4,3
1922319,3115,b,3,3
1922319,2820,f,0,3
7525243,3130,w,0,0
7525243,3220,d,1,3
1371517,3320,a,4,3
1371517,3160,b,3,3
1371517,2590,f,0,3
4381198,1530,w,0,0
4381198,3142,f,0,3
2950347,3225,a,4,3
2950347,3130,a,4,3
2950347,2531,c,2,3
3260499,1530,a,4,3
3260499,3115,a,4,3
3260499,3142,a,4,3
3252006,2600,b,3,3
3252006,3225,b,3,3
2423417,3130,a,4,3
2182653,3225,a,4,3
2182653,2210,a,4,3
2182653,3115,f,0,3
4958469,2531,b,3,3
4958469,1597,a,4,3
8584823,3115,a,4,3
8584823,3220,a,4,3
8584823,1590,a,4,3
3438733,3115,a,4,3
3438733,1597,a,4,3
1287073,3225,f,0,3
1287073,3171,a,4,3
5184157,1600,c,2,3
5184157,3171,a,4,3
5184157,3320,d,1,3
7594841,3225,a,4,3
7594841,1530,a,4,3
7594841,3310,b,3,3
1015901,3225,d,1,3
5703215,2590,a,4,3
5147541,2600,a,4,3
5147541,2531,b,3,3
8788863,1600,a,4,3
8788863,3410,a,4,3
6990591,3310,a,4,3
6990591,3171,b,3,3
6990591,1590,b,3,3
5380854,2210,a,4,3
5380854,1580,a,4,3
2068478,3160,a,4,3
2068478,2210,b,3,3
2068478,3142,a,4,3
4197529,2210,f,0,3
4197529,1590,f,0,3
4777828,2531,a,4,3
4777828,3220,f,0,3
6403945,3115,a,4,3
6403945,1590,a,4,3
9812447,3140,a,4,3
5320724,3130,c,2,3
5320724,3230,a,4,3
5363822,3320,f,0,3
5363822,3130,d,1,3
2681971,1597,b,3,3
2681971,3142,b,3,3
6642376,3160,b,3,3
6642376,2600,w,0,0
6642376,3350,a,4,3
5422090,3130,c,2,3
5422090,3220,a,4,3
5422090,3350,w,0,0
6402404,3130,f,0,3
6402404,3171,a,4,3
2451072,3171,b,3,3
2451072,3142,w,0,0
2075291,3320,a,4,3
2075291,3142,c,2,3
8780730,3130,w,0,0
8780730,3171,a,4,3
2688149,1580,a,4,3
4548028,1580,a,4,3
4548028,3230,b,3,3
2460633,2820,b,3,3
4557620,1590,a,4,3
5060283,3320,a,4,3
5060283,1590,a,4,3
1850316,3410,a,4,3
1850316,3350,a,4,3
4379497,2531,b,3,3
4312766,3320,a,4,3
4312766,3160,a,4,3
4312766,3140,b,3,3
4838144,3160,d,1,3
4838144,3220,b,3,3
4838144,2590,f,0,3
3595083,3160,f,0,3
3595083,2600,a,4,3
3595083,1600,d,1,3
5282920,3410,a,4,3
5282920,1597,b,3,3
2472168,3160,b,3,3
2472168,3230,w,0,0
8497850,3142,a,4,3
6623351,3160,b,3,3
6623351,1580,b,3,3
1881759,3320,f,0,3
1881759,3230,a,4,3
5842272,1530,b,3,3
5842272,3171,a,4,3
5842272,3220,a,4,3
8364426,3220,b,3,3
8364426,3310,b,3,3
6227818,2590,w,0,0
1644129,3225,a,4,3
1644129,3410,a,4,3
1953047,3160,a,4,3
1953047,2210,d,1,3
1797815,1600,d,1,3
1797815,3130,c,2,3
1437468,3320,a,4,3
1437468,3160,f,0,3
2274224,3320,a,4,3
2274224,3171,a,4,3
9451462,3410,a,4,3
9451462,2531,a,4,3
9451462,1530,c,2,3
6481989,2600,c,2,3
6481989,3140,b,3,3
7864651,2600,d,1,3
7864651,3410,w,0,0
7864651,3115,w,0,0
1544961,1600,a,4,3
1863793,2210,a,4,3
1863793,3140,a,4,3
8479049,2820,b,3,3
8479049,3310,a,4,3
8479049,3350,b,3,3
7539433,2531,f,0,3
3830099,3160,b,3,3
3830099,2820,b,3,3
3830099,3142,b,3,3
2451162,3142,b,3,3
2451162,3140,f,0,3
2451162,3310,b,3,3
4291483,3320,b,3,3
3335236,3171,f,0,3
3335236,3140,d,1,3
6716042,3310,a,4,3
6716042,2590,a,4,3
5146920,3230,c,2,3
5146920,3220,d,1,3
5146920,3310,b,3,3
7688364,3220,a,4,3
7688364,3310,b,3,3
5233223,3320,b,3,3
5233223,3225,c,2,3
5233223,3350,c,2,3
9994183,3115,b,3,3
9994183,1597,b,3,3
7489206,3160,b,3,3
7489206,3410,a,4,3
7489206,2210,b,3,3
5565579,3140,a,4,3
5565579,3142,f,0,3
2130550,1600,b,3,3
2130550,3115,w,0,0
9593434,3320,a,4,3
9593434,1530,a,4,3
2573777,3220,c,2,3
2573777,2820,d,1,3
2573777,3350,w,0,0
8782205,2531,b,3,3
9995632,2600,b,3,3
9995632,3130,c,2,3
9995632,1530,a,4,3
2361191,3160,a,4,3
2361191,2600,b,3,3
5859118,3410,a,4,3
9584447,3225,a,4,3
9584447,3220,b,3,3
9584447,3142,c,2,3
2609478,3115,b,3,3
2609478,2590,c,2,3
2609478,2531,a,4,3
9178444,2600,a,4,3
9178444,3350,a,4,3
9178444,2590,f,0,3
7923247,2210,b,3,3
7923247,3410,f,0,3
7923247,2590,d,1,3
3426508,3171,a,4,3
8278444,2600,f,0,3
4201392,3220,d,1,3
4201392,2820,b,3,3
4201392,3142,a,4,3
2717886,1530,a,4,3
2717886,3171,a,4,3
2717886,3142,b,3,3
9231816,3115,f,0,3
9231816,3140,b,3,3
2359572,3310,w,0,0
2359572,3115,a,4,3
2359572,1590,a,4,3
7628141,2590,c,2,3
9276176,2531,f,0,3
9276176,3350,b,3,3
5889075,2600,b,3,3
5889075,3410,b,3,3
5889075,2820,a,4,3
3436599,2210,a,4,3
3436599,1530,b,3,3
3106402,3410,a,4,3
3106402,1580,a,4,3
5472697,1590,a,4,3
7374039,3160,b,3,3
7374039,3220,a,4,3
7374039,3310,b,3,3
1106704,2590,a,4,3
1106245,3410,c,2,3
1106245,3171,a,4,3
9356661,2820,a,4,3
6249079,3220,c,2,3
6249079,3310,d,1,3
4169951,3130,c,2,3
4169951,1580,c,2,3
4746616,3130,a,4,3
4746616,1597,c,2,3
4746616,2590,b,3,3
7156293,3310,a,4,3
7156293,2590,a,4,3
5941074,2210,a,4,3
5941074,3171,b,3,3
7203812,3410,d,1,3
7203812,3230,b,3,3
6019501,3320,d,1,3
1218109,3225,c,2,3
1218109,3220,a,4,3
1218109,3350,a,4,3
7523555,2600,a,4,3
7523555,3410,b,3,3
7523555,3320,a,4,3
1952624,3320,a,4,3
1952624,3171,b,3,3
1952624,2820,a,4,3
9745276,3130,a,4,3
9745276,3171,w,0,0
2414216,3142,a,4,3
4594227,3171,w,0,0
4594227,3350,a,4,3
9561938,3142,d,1,3
9561938,3350,b,3,3
4785272,3171,a,4,3
4785272,2531,w,0,0
5288443,3310,a,4,3
8636888,3160,f,0,3
8636888,1600,a,4,3
8003219,3142,a,4,3
8003219,2590,b,3,3
2931679,3160,w,0,0
2931679,2600,a,4,3
2931679,3310,a,4,3
8554385,3220,f,0,3
8554385,3142,d,1,3
8554385,3140,a,4,3
8549496,2210,d,1,3
8549496,3142,a,4,3
5971491,3130,b,3,3
5971491,3171,a,4,3
4312149,2600,b,3,3
4312149,2820,b,3,3
4312149,3142,c,2,3
5627556,3220,a,4,3
5627556,3142,b,3,3
4753017,3410,w,0,0
9086041,3115,a,4,3
9086041,3220,a,4,3
9086041,3350,a,4,3
4246631,1597,a,4,3
1615394,3320,b,3,3
1615394,3220,b,3,3
1615394,3230,a,4,3
7323377,2600,a,4,3
7323377,2531,a,4,3
7323377,3320,a,4,3
3514530,3171,a,4,3
3514530,3115,b,3,3
3514530,2820,a,4,3
1961648,2600,b,3,3
1961648,3410,c,2,3
1961648,3171,a,4,3
6056123,3140,b,3,3
6056123,3230,b,3,3
6267362,3115,a,4,3
6267362,3142,b,3,3
1347561,1600,b,3,3
1347561,3171,b,3,3
1347561,3220,a,4,3
4150943,3225,d,1,3
4150943,1530,a,4,3
9267243,3225,b,3,3
9904330,3320,b,3,3
9904330,3140,d,1,3
9904330,1590,c,2,3
3212134,3225,a,4,3
3212134,1530,w,0,0
9624309,2590,a,4,3
8802041,2210,f,0,3
8802041,3220,c,2,3
4721982,2820,b,3,3
4721982,1590,b,3,3
8860240,3115,a,4,3
8860240,3171,a,4,3
3331407,2210,a,4,3
3675187,3310,b,3,3
3675187,3350,a,4,3
3804258,3115,a,4,3
3804258,3310,a,4,3
3804258,3350,d,1,3
5130033,3225,a,4,3
5130033,3115,a,4,3
7058365,2210,b,3,3
7058365,1597,a,4,3
7058365,3142,a,4,3
3797340,2600,a,4,3
3797340,3230,b,3,3
9063423,3320,b,3,3
9063423,2590,b,3,3
8832146,3220,a,4,3
8832146,1590,b,3,3
8832146,3350,b,3,3
1984756,3225,a,4,3
1984756,3140,b,3,3
9510666,3225,a,4,3
8297271,3130,a,4,3
8297271,3140,a,4,3
8784285,3320,b,3,3
8784285,2820,a,4,3
8784285,2590,a,4,3
7267445,3115,b,3,3
7198792,3320,c,2,3
7198792,1590,b,3,3
3319831,3410,a,4,3
3319831,3220,w,0,0
7443278,3160,a,4,3
7443278,1530,a,4,3
5950252,3410,a,4,3
5950252,2531,a,4,3
8295500,2600,b,3,3
8295500,1580,a,4,3
8295500,3142,b,3,3
8211629,1580,b,3,3
8211629,3310,f,0,3
7128923,3115,f,0,3
7128923,3350,b,3,3
4152146,3142,a,4,3
4152146,3130,a,4,3
4152146,3310,b,3,3
1822841,3171,c,2,3
1822841,3115,a,4,3
7540671,3142,w,0,0
7540671,3350,a,4,3
1921982,3225,d,1,3
1921982,3310,a,4,3
1921982,3142,a,4,3
6825269,2820,b,3,3
6825269,1597,a,4,3
6825269,2590,f,0,3
8647153,2600,a,4,3
8647153,3140,a,4,3
4797184,3130,a,4,3
4797184,3171,a,4,3
4797184,2590,b,3,3
3816103,2531,a,4,3
3816103,3142,f,0,3
6262917,2531,w,0,0
6262917,3220,a,4,3
6262917,3350,b,3,3
6642433,3320,b,3,3
6642433,3220,a,4,3
5267988,3130,c,2,3
5267988,3140,b,3,3
5267988,2590,b,3,3
6030044,2531,a,4,3
9279140,3142,c,2,3
8700230,2210,d,1,3
8700230,1530,a,4,3
8700230,1590,w,0,0
8933718,3320,a,4,3
8933718,3230,a,4,3
8933718,2590,b,3,3
6298975,3230,b,3,3
6298975,3171,b,3,3
6298975,3310,a,4,3
5093777,2820,a,4,3
5093777,3230,w,0,0
5093777,2590,b,3,3
9323389,3410,a,4,3
9323389,3115,a,4,3
4332478,3320,d,1,3
4332478,3225,a,4,3
4332478,3410,b,3,3
2415477,3130,a,4,3
2415477,3230,f,0,3
2415477,2590,f,0,3
2520704,2531,a,4,3
2520704,1590,a,4,3
3033551,3410,a,4,3
3033551,1597,a,4,3
3033551,3142,a,4,3
4745396,1600,a,4,3
4745396,2531,a,4,3
7482092,1530,a,4,3
7482092,3230,b,3,3
5166434,3160,d,1,3
5166434,2820,c,2,3
5959835,3160,a,4,3
5959835,3410,b,3,3
5959835,3350,a,4,3
6080795,2600,a,4,3
4200042,1590,b,3,3
4200042,3350,b,3,3
2559908,3225,d,1,3
2559908,2590,f,0,3
5825833,2600,d,1,3
5825833,3220,f,0,3
1344514,2600,b,3,3
1344514,3230,c,2,3
9983275,3310,b,3,3
3461368,1530,w,0,0
3461368,3115,a,4,3
2099494,2210,c,2,3
2099494,3115,d,1,3
6556870,2531,b,3,3
6556870,3220,d,1,3
9766510,1600,a,4,3
9766510,1590,d,1,3
9766510,2590,a,4,3
8376440,2210,a,4,3
8376440,3140,f,0,3
8376440,3410,a,4,3
5648981,3410,b,3,3
5648981,2531,b,3,3
4911245,3320,w,0,0
4911245,3310,a,4,3
8991343,2210,a,4,3
8991343,3140,a,4,3
8991343,3142,f,0,3
8422895,3320,d,1,3
8422895,2590,w,0,0
5867027,3130,a,4,3
5867027,3140,b,3,3
5867027,3142,b,3,3
3986383,3160,w,0,0
3986383,3350,a,4,3
4256879,3171,b,3,3
4256879,3140,a,4,3
7568753,2600,a,4,3
7568753,3130,c,2,3
7568753,3140,b,3,3
1129796,3410,a,4,3
1129796,3220,a,4,3
1129796,3230,a,4,3
8578316,3410,b,3,3
7749515,3130,a,4,3
7749515,2531,d,1,3
7749515,3142,w,0,0
5625499,3160,b,3,3
2093682,3160,a,4,3
2093682,3410,b,3,3
2093682,2590,a,4,3
9430085,3410,b,3,3
9430085,3140,a,4,3
9430085,3310,a,4,3
8294536,3320,b,3,3
8294536,3310,b,3,3
8294536,3350,d,1,3
8889819,1530,c,2,3
8889819,3115,b,3,3
8889819,3142,b,3,3
8169026,3171,b,3,3
8169026,3140,a,4,3
8169026,2590,b,3,3
9210195,3140,b,3,3
9210195,3230,a,4,3
5709972,2600,a,4,3
5709972,2531,a,4,3
5709972,3220,b,3,3
4430516,1600,a,4,3
4430516,3225,a,4,3
3173903,3220,b,3,3
3173903,2820,b,3,3
3173903,3230,d,1,3
3528815,2820,a,4,3
3528815,3142,b,3,3
3528815,2590,b,3,3
8402561,3130,a,4,3
8402561,3220,a,4,3
9611743,3160,a,4,3
9611743,3171,b,3,3
5954835,2210,b,3,3
5954835,3115,b,3,3
5954835,3142,b,3,3
8420374,2210,d,1,3
8420374,3130,a,4,3
6594041,3142,c,2,3
8864381,3160,b,3,3
8864381,2531,a,4,3
9193269,3320,b,3,3
9193269,3171,a,4,3
1177208,3140,b,3,3
1177208,2590,b,3,3
5913695,2590,b,3,3
2902638,3410,a,4,3
2902638,2590,a,4,3
5609982,3320,a,4,3
5609982,1590,a,4,3
9473037,2600,a,4,3
9473037,3130,b,3,3
2357864,1530,b,3,3
2357864,3130,a,4,3
3509792,3160,b,3,3
3509792,3171,w,0,0
3509792,3142,b,3,3
4973087,3225,a,4,3
4973087,3310,d,1,3
4973087,2590,a,4,3
5204429,3320,b,3,3
5204429,2210,b,3,3
9529025,2210,w,0,0
9529025,3230,d,1,3
4029221,3160,c,2,3
4029221,3350,f,0,3
1538582,3350,a,4,3
3541059,1580,b,3,3
3541059,3142,a,4,3
7990414,3410,b,3,3
7990414,2531,b,3,3
7990414,2820,b,3,3
7355458,3171,d,1,3
8455472,3310,a,4,3
8455472,3350,c,2,3
7624676,2600,d,1,3
7624676,3220,b,3,3
7624676,2590,f,0,3
7080762,1530,a,4,3
7080762,3171,b,3,3
3001761,2210,a,4,3
3001761,3115,c,2,3
3001761,3142,a,4,3
7808748,3225,a,4,3
7808748,3130,b,3,3
2840545,3160,c,2,3
2840545,2820,d,1,3
2404951,1600,a,4,3
2404951,2210,a,4,3
2404951,1530,a,4,3
5594273,2210,b,3,3
5594273,2531,a,4,3
6055803,3410,a,4,3
6055803,3171,c,2,3
6055803,3220,b,3,3
1284951,3130,b,3,3
1284951,3230,w,0,0
7352348,1530,a,4,3
7352348,3140,a,4,3
2736273,2531,a,4,3
2736273,3230,a,4,3
7064041,3130,c,2,3
7064041,1590,b,3,3
9727489,3115,w,0,0
9727489,2590,a,4,3
4730188,3115,c,2,3
4730188,3142,w,0,0
8485972,3160,a,4,3
1146311,3130,d,1,3
8119403,3225,w,0,0
8119403,3130,b,3,3
8119403,3230,b,3,3
2334159,1600,a,4,3
6260547,3320,a,4,3
6260547,1590,a,4,3
2075201,3350,a,4,3
3934148,3310,w,0,0
3934148,2531,a,4,3
3934148,3142,a,4,3
4488220,1590,a,4,3
3836296,3410,a,4,3
3836296,3310,d,1,3
3865969,3142,a,4,3
3865969,3350,b,3,3
5933572,2600,a,4,3
5933572,3310,f,0,3
4831484,3320,a,4,3
4831484,3225,b,3,3
8813142,3160,b,3,3
8813142,3225,d,1,3
8813142,1597,c,2,3
6752022,3160,b,3,3
6752022,1597,b,3,3
6752022,3310,b,3,3
1937419,3410,w,0,0
9374060,3130,a,4,3
4428595,2600,d,1,3
4428595,3410,c,2,3
4428595,3142,b,3,3
3558345,3410,c,2,3
3558345,2820,a,4,3
8117204,1530,a,4,3
8117204,3115,b,3,3
8117204,1590,a,4,3
5735796,3160,c,2,3
5735796,3350,b,3,3
3765188,1600,c,2,3
3765188,3115,b,3,3
3765188,3220,a,4,3
3790077,2531,b,3,3
3790077,1580,d,1,3
1824962,2590,a,4,3
4930909,3171,c,2,3
4930909,3140,a,4,3
4930909,2531,w,0,0
4029719,2600,f,0,3
4029719,2531,b,3,3
5403202,3320,b,3,3
5403202,3310,b,3,3
5261160,3160,f,0,3
5261160,3115,d,1,3
5261160,3220,a,4,3
4234075,3160,c,2,3
4234075,3310,a,4,3
4234075,2590,b,3,3
4401260,3410,a,4,3
4401260,3140,a,4,3
9786090,3320,a,4,3
9786090,1530,a,4,3
9786090,2590,b,3,3
7349359,3320,f,0,3
1058891,3160,a,4,3
1058891,3225,b,3,3
3304601,2210,a,4,3
3304601,3130,d,1,3
3304601,3230,f,0,3
4903885,3130,c,2,3
4903885,1590,a,4,3
7489652,3410,a,4,3
7489652,2820,a,4,3
3201900,3220,a,4,3
3201900,3310,w,0,0
9670997,2600,b,3,3
9670997,3410,a,4,3
1334205,3142,a,4,3
1334205,2590,f,0,3
1191185,3320,b,3,3
1191185,2210,a,4,3
1191185,3171,a,4,3
3005735,2531,a,4,3
3005735,3140,a,4,3
5977042,2600,b,3,3
5977042,3230,a,4,3
5977042,2590,b,3,3
1308743,1600,b,3,3
1308743,3142,d,1,3
8776232,1580,a,4,3
8776232,3142,a,4,3
7301471,3320,f,0,3
7301471,3225,b,3,3
7301471,3115,a,4,3
7337741,3320,a,4,3
7337741,3160,b,3,3
8591058,3160,b,3,3
8591058,2820,b,3,3
8591058,3142,a,4,3
7394098,3320,a,4,3
7394098,3230,a,4,3
5162033,3225,b,3,3
5162033,1530,c,2,3
5162033,3310,a,4,3
1438008,3220,w,0,0
1438008,1580,a,4,3
1438008,3310,a,4,3
2155099,3220,a,4,3
1932759,2531,f,0,3
1932759,3142,a,4,3
4912478,3130,a,4,3
4912478,3350,a,4,3
5239597,3130,w,0,0
5239597,3142,f,0,3
6799063,3410,c,2,3
6799063,3115,b,3,3
6799063,3230,a,4,3
6283185,2531,b,3,3
6283185,3310,f,0,3
6283185,3350,f,0,3
1017481,3410,a,4,3
6345509,3225,a,4,3
6982180,3171,a,4,3
6982180,3230,f,0,3
